time,temperature_2m,relativehumidity_2m,precipitation,windspeed_10m,pressure_msl,shortwave_radiation
2022-01-01 00:00:00,12.7,91,0.0,19.4,1020.8,0.0
2022-01-01 01:00:00,12.7,93,0.0,17.6,1020.7,0.0
2022-01-01 02:00:00,12.8,93,0.0,19.0,1020.4,0.0
2022-01-01 03:00:00,12.5,93,0.0,17.9,1020.2,0.0
2022-01-01 04:00:00,12.3,92,0.0,18.6,1020.4,0.0
2022-01-01 05:00:00,11.9,93,0.0,20.3,1020.0,0.0
2022-01-01 06:00:00,11.8,92,0.0,18.8,1019.2,0.0
2022-01-01 07:00:00,11.7,91,0.0,17.9,1018.3,0.0
2022-01-01 08:00:00,12.2,88,0.0,20.3,1017.7,0.0
2022-01-01 09:00:00,12.3,84,0.0,21.7,1017.4,0.0
2022-01-01 10:00:00,12.5,81,0.0,22.7,1017.8,17.0
2022-01-01 11:00:00,13.3,74,0.0,25.0,1018.2,88.0
2022-01-01 12:00:00,14.2,71,0.0,24.8,1018.2,165.0
2022-01-01 13:00:00,14.8,76,0.0,18.4,1017.8,163.0
2022-01-01 14:00:00,14.9,77,0.0,19.0,1016.5,172.0
2022-01-01 15:00:00,14.4,80,0.2,22.5,1016.3,93.0
2022-01-01 16:00:00,13.7,81,0.0,25.3,1016.5,56.0
2022-01-01 17:00:00,13.1,84,0.0,23.1,1016.4,14.0
2022-01-01 18:00:00,13.2,83,0.0,23.0,1016.2,0.0
2022-01-01 19:00:00,13.0,87,0.0,22.1,1015.9,0.0
2022-01-01 20:00:00,13.2,87,0.0,22.1,1015.6,0.0
2022-01-01 21:00:00,12.9,89,0.0,21.7,1015.4,0.0
2022-01-01 22:00:00,12.9,90,0.0,21.4,1015.3,0.0
2022-01-01 23:00:00,13.1,90,0.0,20.9,1015.1,0.0
2022-01-02 00:00:00,13.1,89,0.0,20.7,1014.3,0.0
2022-01-02 01:00:00,12.6,94,0.0,18.8,1013.3,0.0
2022-01-02 02:00:00,12.5,94,0.0,18.4,1012.6,0.0
2022-01-02 03:00:00,12.5,93,0.0,16.8,1011.5,0.0
2022-01-02 04:00:00,12.3,92,0.0,17.2,1010.9,0.0
2022-01-02 05:00:00,12.2,93,0.0,20.0,1010.0,0.0
2022-01-02 06:00:00,12.4,88,0.1,28.3,1009.5,0.0
2022-01-02 07:00:00,12.1,86,0.0,27.6,1009.3,0.0
2022-01-02 08:00:00,11.5,88,0.0,26.4,1009.6,0.0
2022-01-02 09:00:00,10.7,89,0.0,23.1,1010.2,0.0
2022-01-02 10:00:00,10.4,88,0.0,21.8,1011.1,21.0
2022-01-02 11:00:00,11.0,85,0.0,23.1,1011.6,104.0
2022-01-02 12:00:00,11.7,85,0.0,20.1,1011.2,183.0
2022-01-02 13:00:00,11.5,82,0.0,20.7,1011.1,202.0
2022-01-02 14:00:00,12.2,81,0.0,23.2,1010.3,211.0
2022-01-02 15:00:00,11.3,82,1.0,29.5,1009.2,121.0
2022-01-02 16:00:00,10.6,85,0.6,26.6,1008.6,39.0
2022-01-02 17:00:00,10.7,87,0.1,28.5,1008.3,7.0
2022-01-02 18:00:00,10.2,89,0.2,24.6,1008.6,0.0
2022-01-02 19:00:00,9.9,87,0.0,25.3,1009.1,0.0
2022-01-02 20:00:00,9.3,86,0.0,26.9,1009.8,0.0
2022-01-02 21:00:00,9.0,86,0.0,27.1,1010.2,0.0
2022-01-02 22:00:00,8.9,84,0.0,26.8,1010.6,0.0
2022-01-02 23:00:00,9.0,83,0.0,26.1,1011.0,0.0
2022-01-03 00:00:00,8.7,85,0.0,24.4,1011.3,0.0
2022-01-03 01:00:00,8.9,82,0.0,21.9,1011.5,0.0
2022-01-03 02:00:00,8.8,83,0.0,21.3,1011.6,0.0
2022-01-03 03:00:00,8.8,84,0.0,23.8,1011.5,0.0
2022-01-03 04:00:00,8.6,85,0.0,22.8,1011.3,0.0
2022-01-03 05:00:00,8.5,85,0.0,24.4,1010.8,0.0
2022-01-03 06:00:00,8.4,85,0.0,23.9,1010.6,0.0
2022-01-03 07:00:00,8.2,85,0.0,22.0,1010.2,0.0
2022-01-03 08:00:00,7.9,86,0.0,20.2,1010.0,0.0
2022-01-03 09:00:00,7.7,88,0.0,19.2,1009.7,0.0
2022-01-03 10:00:00,8.3,88,0.0,19.8,1009.7,21.0
2022-01-03 11:00:00,9.3,86,0.0,21.4,1009.6,86.0
2022-01-03 12:00:00,10.0,84,0.0,18.7,1009.1,127.0
2022-01-03 13:00:00,10.1,78,0.0,18.8,1008.7,146.0
2022-01-03 14:00:00,10.2,82,0.0,16.9,1008.0,121.0
2022-01-03 15:00:00,10.2,83,0.0,17.6,1007.1,100.0
2022-01-03 16:00:00,9.9,82,0.0,17.2,1006.6,56.0
2022-01-03 17:00:00,9.2,82,0.0,15.8,1006.0,17.0
2022-01-03 18:00:00,8.8,84,0.0,15.3,1005.7,0.0
2022-01-03 19:00:00,8.4,87,0.0,14.5,1005.0,0.0
2022-01-03 20:00:00,8.1,92,0.0,13.8,1004.6,0.0
2022-01-03 21:00:00,7.7,93,0.0,11.7,1003.7,0.0
2022-01-03 22:00:00,7.4,94,0.0,11.7,1003.3,0.0
2022-01-03 23:00:00,7.2,94,0.0,10.2,1002.6,0.0
2022-01-04 00:00:00,7.0,95,0.0,10.0,1002.0,0.0
2022-01-04 01:00:00,7.9,94,0.0,11.3,1001.3,0.0
2022-01-04 02:00:00,8.0,94,0.0,11.1,1000.3,0.0
2022-01-04 03:00:00,7.5,94,0.0,9.1,999.3,0.0
2022-01-04 04:00:00,7.3,95,0.0,9.0,998.8,0.0
2022-01-04 05:00:00,7.2,95,0.0,9.7,998.2,0.0
2022-01-04 06:00:00,7.0,95,0.0,9.0,997.6,0.0
2022-01-04 07:00:00,6.7,96,0.0,8.3,997.5,0.0
2022-01-04 08:00:00,6.1,97,0.0,6.9,997.4,0.0
2022-01-04 09:00:00,6.2,94,0.9,7.7,997.8,0.0
2022-01-04 10:00:00,6.8,93,0.1,7.9,998.5,9.0
2022-01-04 11:00:00,6.2,91,0.3,21.0,999.4,32.0
2022-01-04 12:00:00,4.8,90,0.5,20.6,1000.5,17.0
2022-01-04 13:00:00,4.0,93,0.1,15.3,1000.6,27.0
2022-01-04 14:00:00,3.8,85,0.4,14.1,1001.1,26.0
2022-01-04 15:00:00,3.6,84,0.1,14.6,1001.4,37.0
2022-01-04 16:00:00,3.6,80,0.1,12.6,1002.1,19.0
2022-01-04 17:00:00,3.3,82,0.0,12.3,1002.9,16.0
2022-01-04 18:00:00,1.9,85,0.0,11.8,1003.7,0.0
2022-01-04 19:00:00,1.4,82,0.0,13.0,1004.6,0.0
2022-01-04 20:00:00,1.2,82,0.0,13.6,1005.3,0.0
2022-01-04 21:00:00,1.6,78,0.0,18.5,1005.8,0.0
2022-01-04 22:00:00,1.4,78,0.0,17.7,1006.2,0.0
2022-01-04 23:00:00,1.2,79,0.0,18.3,1006.5,0.0
2022-01-05 00:00:00,1.2,80,0.0,18.9,1006.8,0.0
2022-01-05 01:00:00,1.5,78,0.0,19.6,1007.3,0.0
2022-01-05 02:00:00,1.5,78,0.0,19.6,1007.5,0.0
2022-01-05 03:00:00,1.6,76,0.0,20.3,1007.9,0.0
2022-01-05 04:00:00,1.6,76,0.0,20.8,1008.3,0.0
2022-01-05 05:00:00,1.6,76,0.0,21.3,1008.6,0.0
2022-01-05 06:00:00,1.6,76,0.0,20.4,1009.1,0.0
2022-01-05 07:00:00,1.7,75,0.0,19.6,1009.3,0.0
2022-01-05 08:00:00,1.7,75,0.0,18.1,1010.2,0.0
2022-01-05 09:00:00,1.6,78,0.0,17.0,1011.0,0.0
2022-01-05 10:00:00,2.1,78,0.0,17.7,1012.1,23.0
2022-01-05 11:00:00,3.3,77,0.0,17.2,1012.8,112.0
2022-01-05 12:00:00,4.3,76,0.0,16.9,1013.3,193.0
2022-01-05 13:00:00,5.3,73,0.0,16.9,1014.4,240.0
2022-01-05 14:00:00,5.7,71,0.0,17.6,1014.5,243.0
2022-01-05 15:00:00,5.7,72,0.0,16.8,1014.8,206.0
2022-01-05 16:00:00,5.2,75,0.0,13.2,1015.4,130.0
2022-01-05 17:00:00,3.5,82,0.0,10.9,1016.3,39.0
2022-01-05 18:00:00,1.9,88,0.0,9.0,1017.1,0.0
2022-01-05 19:00:00,1.0,90,0.0,8.4,1017.8,0.0
2022-01-05 20:00:00,0.7,90,0.0,8.4,1018.7,0.0
2022-01-05 21:00:00,-0.2,91,0.0,9.1,1019.3,0.0
2022-01-05 22:00:00,-1.2,93,0.0,10.5,1019.7,0.0
2022-01-05 23:00:00,-1.6,94,0.0,9.9,1020.2,0.0
2022-01-06 00:00:00,-2.1,95,0.0,9.5,1020.6,0.0
2022-01-06 01:00:00,-2.0,95,0.0,9.4,1020.5,0.0
2022-01-06 02:00:00,-2.6,96,0.0,8.6,1020.6,0.0
2022-01-06 03:00:00,-2.9,97,0.0,8.7,1020.8,0.0
2022-01-06 04:00:00,-3.4,98,0.0,9.1,1020.6,0.0
2022-01-06 05:00:00,-3.2,99,0.0,7.4,1020.6,0.0
2022-01-06 06:00:00,-3.5,99,0.0,8.2,1020.3,0.0
2022-01-06 07:00:00,-3.7,99,0.0,8.9,1020.1,0.0
2022-01-06 08:00:00,-3.8,98,0.0,8.5,1020.0,0.0
2022-01-06 09:00:00,-3.6,97,0.0,7.8,1020.1,0.0
2022-01-06 10:00:00,-1.5,93,0.0,8.5,1020.1,23.0
2022-01-06 11:00:00,1.0,85,0.0,12.9,1019.3,113.0
2022-01-06 12:00:00,3.0,83,0.0,17.3,1018.4,166.0
2022-01-06 13:00:00,3.6,81,0.0,15.0,1017.5,141.0
2022-01-06 14:00:00,4.0,79,0.0,22.0,1016.8,81.0
2022-01-06 15:00:00,5.8,74,0.0,22.4,1015.2,60.0
2022-01-06 16:00:00,5.9,77,0.1,23.6,1014.2,29.0
2022-01-06 17:00:00,5.8,82,0.2,24.9,1013.3,8.0
2022-01-06 18:00:00,5.8,82,0.3,24.6,1012.6,0.0
2022-01-06 19:00:00,5.8,85,0.2,26.1,1011.9,0.0
2022-01-06 20:00:00,6.2,87,0.1,26.7,1011.1,0.0
2022-01-06 21:00:00,6.7,89,0.5,30.9,1010.2,0.0
2022-01-06 22:00:00,6.7,90,0.7,18.8,1010.0,0.0
2022-01-06 23:00:00,6.8,88,0.1,17.8,1009.9,0.0
2022-01-07 00:00:00,6.2,89,0.0,18.1,1009.8,0.0
2022-01-07 01:00:00,6.2,85,0.0,19.0,1010.4,0.0
2022-01-07 02:00:00,5.7,84,0.0,18.7,1010.3,0.0
2022-01-07 03:00:00,4.7,87,0.0,19.0,1010.2,0.0
2022-01-07 04:00:00,4.2,86,0.0,20.9,1010.2,0.0
2022-01-07 05:00:00,4.0,84,0.0,19.0,1009.9,0.0
2022-01-07 06:00:00,3.4,85,0.0,19.3,1009.5,0.0
2022-01-07 07:00:00,3.2,85,0.0,18.6,1009.5,0.0
2022-01-07 08:00:00,3.0,85,0.0,18.5,1009.4,0.0
2022-01-07 09:00:00,2.6,86,0.0,17.7,1009.6,0.0
2022-01-07 10:00:00,3.0,84,0.0,18.9,1009.6,18.0
2022-01-07 11:00:00,4.0,81,0.0,21.2,1009.7,113.0
2022-01-07 12:00:00,4.7,79,0.0,22.1,1009.8,196.0
2022-01-07 13:00:00,4.8,74,0.0,28.8,1010.8,242.0
2022-01-07 14:00:00,5.2,78,0.0,19.2,1009.8,154.0
2022-01-07 15:00:00,5.5,78,0.0,22.7,1009.6,134.0
2022-01-07 16:00:00,5.2,78,0.0,23.0,1009.3,61.0
2022-01-07 17:00:00,4.4,82,0.0,21.4,1009.8,20.0
2022-01-07 18:00:00,3.8,88,0.3,17.4,1009.5,0.0
2022-01-07 19:00:00,3.5,89,0.0,15.5,1010.4,0.0
2022-01-07 20:00:00,2.4,92,0.0,14.8,1011.4,0.0
2022-01-07 21:00:00,1.7,93,0.0,12.6,1011.7,0.0
2022-01-07 22:00:00,1.3,92,0.0,14.1,1012.6,0.0
2022-01-07 23:00:00,1.2,92,0.0,13.7,1013.1,0.0
2022-01-08 00:00:00,1.0,90,0.0,11.5,1013.6,0.0
2022-01-08 01:00:00,0.7,92,0.0,8.2,1013.7,0.0
2022-01-08 02:00:00,1.0,92,0.0,9.7,1013.5,0.0
2022-01-08 03:00:00,1.4,92,0.0,10.7,1013.1,0.0
2022-01-08 04:00:00,2.5,89,0.0,11.2,1012.3,0.0
2022-01-08 05:00:00,3.1,87,0.0,12.9,1011.6,0.0
2022-01-08 06:00:00,3.6,85,0.1,15.0,1010.0,0.0
2022-01-08 07:00:00,4.4,87,0.3,18.4,1008.6,0.0
2022-01-08 08:00:00,5.5,90,0.3,20.0,1007.1,0.0
2022-01-08 09:00:00,6.3,91,0.2,19.2,1005.3,0.0
2022-01-08 10:00:00,7.5,90,0.2,21.7,1003.5,3.0
2022-01-08 11:00:00,8.2,91,0.1,22.6,1001.4,11.0
2022-01-08 12:00:00,8.9,90,0.2,24.4,999.4,21.0
2022-01-08 13:00:00,9.0,90,2.2,27.4,997.9,22.0
2022-01-08 14:00:00,9.6,91,1.4,25.0,995.4,32.0
2022-01-08 15:00:00,9.6,91,0.6,24.5,994.0,41.0
2022-01-08 16:00:00,9.6,93,0.4,20.0,992.3,19.0
2022-01-08 17:00:00,9.4,88,0.5,23.4,991.5,9.0
2022-01-08 18:00:00,7.9,86,1.3,14.2,992.0,0.0
2022-01-08 19:00:00,7.3,85,0.1,17.9,992.6,0.0
2022-01-08 20:00:00,7.1,81,0.0,24.7,993.9,0.0
2022-01-08 21:00:00,6.3,80,0.0,27.4,994.5,0.0
2022-01-08 22:00:00,5.0,80,0.0,24.7,995.2,0.0
2022-01-08 23:00:00,4.1,79,0.0,23.6,996.2,0.0
2022-01-09 00:00:00,3.6,80,0.0,20.9,996.8,0.0
2022-01-09 01:00:00,3.9,81,0.0,19.8,997.4,0.0
2022-01-09 02:00:00,3.9,79,0.0,21.2,998.2,0.0
2022-01-09 03:00:00,3.5,79,0.0,19.1,998.8,0.0
2022-01-09 04:00:00,3.0,80,0.0,17.0,999.4,0.0
2022-01-09 05:00:00,2.4,83,0.0,13.6,1000.0,0.0
2022-01-09 06:00:00,1.6,87,0.0,10.7,1000.1,0.0
2022-01-09 07:00:00,1.4,88,0.0,11.7,1000.6,0.0
2022-01-09 08:00:00,1.6,88,0.0,13.3,1001.0,0.0
2022-01-09 09:00:00,1.6,89,0.0,12.8,1001.3,0.0
2022-01-09 10:00:00,2.1,89,0.0,12.8,1002.0,24.0
2022-01-09 11:00:00,3.5,85,0.0,11.2,1002.2,100.0
2022-01-09 12:00:00,5.1,80,0.0,11.6,1002.8,197.0
2022-01-09 13:00:00,6.4,77,0.0,11.3,1003.2,247.0
2022-01-09 14:00:00,7.2,73,0.0,12.2,1003.2,249.0
2022-01-09 15:00:00,7.4,72,0.0,13.7,1003.2,211.0
2022-01-09 16:00:00,7.0,76,0.0,8.5,1003.8,131.0
2022-01-09 17:00:00,4.5,87,0.0,8.5,1004.3,41.0
2022-01-09 18:00:00,2.5,92,0.0,10.7,1004.7,0.0
2022-01-09 19:00:00,1.8,94,0.0,10.6,1005.3,0.0
2022-01-09 20:00:00,1.8,95,0.0,8.9,1006.1,0.0
2022-01-09 21:00:00,0.9,97,0.0,10.6,1007.1,0.0
2022-01-09 22:00:00,0.3,98,0.0,10.9,1007.8,0.0
2022-01-09 23:00:00,0.3,99,0.0,10.1,1008.5,0.0
2022-01-10 00:00:00,-0.5,100,0.0,10.6,1009.2,0.0
2022-01-10 01:00:00,0.1,99,0.0,8.7,1010.1,0.0
2022-01-10 02:00:00,0.1,99,0.0,8.7,1010.8,0.0
2022-01-10 03:00:00,0.6,100,0.0,7.9,1011.9,0.0
2022-01-10 04:00:00,1.3,99,0.0,7.5,1012.6,0.0
2022-01-10 05:00:00,1.4,99,0.0,9.4,1013.2,0.0
2022-01-10 06:00:00,2.7,96,0.0,6.6,1013.9,0.0
2022-01-10 07:00:00,3.5,94,0.0,3.7,1014.6,0.0
2022-01-10 08:00:00,2.6,97,0.0,5.6,1015.5,0.0
2022-01-10 09:00:00,2.8,97,0.0,7.5,1016.6,0.0
2022-01-10 10:00:00,3.6,95,0.0,6.1,1017.8,4.0
2022-01-10 11:00:00,4.8,90,0.0,6.2,1018.6,17.0
2022-01-10 12:00:00,5.9,85,0.0,7.6,1019.2,32.0
2022-01-10 13:00:00,7.1,89,0.0,11.0,1019.6,53.0
2022-01-10 14:00:00,8.3,88,0.0,9.4,1020.0,120.0
2022-01-10 15:00:00,8.2,91,0.0,9.4,1020.4,51.0
2022-01-10 16:00:00,8.2,92,0.1,9.6,1020.8,41.0
2022-01-10 17:00:00,7.8,92,0.1,10.7,1021.4,15.0
2022-01-10 18:00:00,7.6,91,0.1,11.4,1022.2,0.0
2022-01-10 19:00:00,7.6,91,0.0,12.1,1023.1,0.0
2022-01-10 20:00:00,7.6,92,0.0,12.0,1023.7,0.0
2022-01-10 21:00:00,7.7,93,0.1,11.2,1024.0,0.0
2022-01-10 22:00:00,7.9,93,0.1,10.9,1024.5,0.0
2022-01-10 23:00:00,8.1,92,0.1,12.6,1024.9,0.0
2022-01-11 00:00:00,8.0,91,0.1,13.3,1025.4,0.0
2022-01-11 01:00:00,8.0,94,0.1,11.6,1025.6,0.0
2022-01-11 02:00:00,8.1,94,0.2,12.2,1025.9,0.0
2022-01-11 03:00:00,8.1,93,0.1,13.8,1026.1,0.0
2022-01-11 04:00:00,8.1,94,0.0,15.6,1026.1,0.0
2022-01-11 05:00:00,8.2,93,0.0,14.5,1026.4,0.0
2022-01-11 06:00:00,8.1,94,0.0,11.8,1026.8,0.0
2022-01-11 07:00:00,8.1,95,0.0,10.5,1026.9,0.0
2022-01-11 08:00:00,8.1,96,0.0,9.8,1027.2,0.0
2022-01-11 09:00:00,7.8,97,0.0,8.6,1027.8,0.0
2022-01-11 10:00:00,8.1,97,0.0,7.9,1028.6,11.0
2022-01-11 11:00:00,8.9,96,0.0,9.6,1029.1,31.0
2022-01-11 12:00:00,9.4,96,0.0,9.7,1029.4,46.0
2022-01-11 13:00:00,9.2,97,0.0,8.9,1030.0,53.0
2022-01-11 14:00:00,9.4,97,0.2,8.2,1030.0,28.0
2022-01-11 15:00:00,9.5,97,0.1,6.3,1030.1,20.0
2022-01-11 16:00:00,9.4,98,0.1,4.3,1030.7,17.0
2022-01-11 17:00:00,9.0,99,0.2,5.6,1031.2,5.0
2022-01-11 18:00:00,8.7,100,0.5,5.0,1031.8,0.0
2022-01-11 19:00:00,8.7,99,0.2,4.4,1032.4,0.0
2022-01-11 20:00:00,8.8,97,0.4,10.1,1033.5,0.0
2022-01-11 21:00:00,8.7,96,0.3,8.7,1033.8,0.0
2022-01-11 22:00:00,8.4,96,0.0,10.5,1034.5,0.0
2022-01-11 23:00:00,8.2,95,0.0,11.4,1035.2,0.0
2022-01-12 00:00:00,7.6,94,0.0,9.2,1035.7,0.0
2022-01-12 01:00:00,6.7,96,0.0,6.3,1036.3,0.0
2022-01-12 02:00:00,5.7,96,0.0,7.2,1037.1,0.0
2022-01-12 03:00:00,4.8,96,0.0,6.8,1037.7,0.0
2022-01-12 04:00:00,4.8,97,0.0,6.4,1038.2,0.0
2022-01-12 05:00:00,4.1,100,0.0,5.5,1038.4,0.0
2022-01-12 06:00:00,3.7,100,0.0,5.9,1038.8,0.0
2022-01-12 07:00:00,3.6,99,0.0,5.6,1039.5,0.0
2022-01-12 08:00:00,3.5,98,0.0,3.4,1040.0,0.0
2022-01-12 09:00:00,3.3,99,0.0,1.1,1040.5,0.0
2022-01-12 10:00:00,2.9,100,0.0,3.5,1041.6,24.0
2022-01-12 11:00:00,3.3,96,0.0,3.0,1042.1,103.0
2022-01-12 12:00:00,3.9,96,0.0,3.5,1042.1,165.0
2022-01-12 13:00:00,4.6,91,0.0,4.3,1041.7,207.0
2022-01-12 14:00:00,5.8,89,0.0,4.5,1041.2,226.0
2022-01-12 15:00:00,6.4,89,0.0,5.6,1041.3,202.0
2022-01-12 16:00:00,6.2,92,0.0,5.1,1041.3,130.0
2022-01-12 17:00:00,4.5,99,0.0,5.1,1041.3,46.0
2022-01-12 18:00:00,2.8,100,0.0,7.6,1041.7,1.0
2022-01-12 19:00:00,2.0,100,0.0,8.0,1042.1,0.0
2022-01-12 20:00:00,1.9,100,0.0,6.1,1042.4,0.0
2022-01-12 21:00:00,1.7,100,0.0,5.4,1042.3,0.0
2022-01-12 22:00:00,1.4,100,0.0,5.6,1042.2,0.0
2022-01-12 23:00:00,1.3,100,0.0,6.3,1042.6,0.0
2022-01-13 00:00:00,1.1,100,0.0,6.6,1042.7,0.0
2022-01-13 01:00:00,1.4,100,0.0,7.4,1042.5,0.0
2022-01-13 02:00:00,1.0,100,0.0,6.0,1042.4,0.0
2022-01-13 03:00:00,0.9,100,0.0,5.8,1042.3,0.0
2022-01-13 04:00:00,0.8,100,0.0,5.4,1042.1,0.0
2022-01-13 05:00:00,0.7,99,0.0,6.8,1041.9,0.0
2022-01-13 06:00:00,0.5,100,0.0,6.4,1041.6,0.0
2022-01-13 07:00:00,0.2,99,0.0,4.7,1041.7,0.0
2022-01-13 08:00:00,-0.5,99,0.0,4.7,1041.9,0.0
2022-01-13 09:00:00,-0.6,99,0.0,3.8,1042.1,0.0
2022-01-13 10:00:00,0.3,98,0.0,5.8,1042.4,22.0
2022-01-13 11:00:00,1.7,91,0.0,4.9,1042.4,95.0
2022-01-13 12:00:00,3.0,89,0.0,5.1,1042.3,175.0
2022-01-13 13:00:00,4.0,75,0.0,4.7,1041.7,234.0
2022-01-13 14:00:00,5.0,79,0.0,4.2,1041.2,215.0
2022-01-13 15:00:00,5.6,80,0.0,5.1,1040.7,188.0
2022-01-13 16:00:00,5.4,82,0.0,5.6,1040.5,125.0
2022-01-13 17:00:00,3.7,92,0.0,5.2,1040.5,47.0
2022-01-13 18:00:00,2.3,93,0.0,8.5,1040.6,1.0
2022-01-13 19:00:00,1.8,95,0.0,9.0,1040.4,0.0
2022-01-13 20:00:00,1.2,96,0.0,9.2,1040.3,0.0
2022-01-13 21:00:00,0.8,94,0.0,8.7,1040.3,0.0
2022-01-13 22:00:00,0.5,92,0.0,8.3,1040.2,0.0
2022-01-13 23:00:00,0.1,92,0.0,9.3,1039.9,0.0
2022-01-14 00:00:00,-0.5,94,0.0,10.7,1039.5,0.0
2022-01-14 01:00:00,0.3,94,0.0,7.9,1039.2,0.0
2022-01-14 02:00:00,-0.9,95,0.0,10.2,1038.9,0.0
2022-01-14 03:00:00,-0.6,94,0.0,8.4,1038.9,0.0
2022-01-14 04:00:00,-0.0,93,0.0,6.2,1038.7,0.0
2022-01-14 05:00:00,0.4,91,0.0,5.0,1038.4,0.0
2022-01-14 06:00:00,-0.4,93,0.0,4.3,1037.7,0.0
2022-01-14 07:00:00,-1.2,94,0.0,6.4,1037.4,0.0
2022-01-14 08:00:00,-1.1,96,0.0,6.6,1037.6,0.0
2022-01-14 09:00:00,-1.5,97,0.0,6.9,1037.5,0.0
2022-01-14 10:00:00,-0.0,95,0.0,4.3,1037.8,29.0
2022-01-14 11:00:00,1.5,90,0.0,4.1,1037.7,121.0
2022-01-14 12:00:00,2.7,88,0.0,0.8,1037.2,195.0
2022-01-14 13:00:00,2.7,81,0.0,2.3,1036.5,231.0
2022-01-14 14:00:00,3.4,82,0.0,1.8,1036.0,232.0
2022-01-14 15:00:00,3.8,83,0.0,3.4,1035.5,198.0
2022-01-14 16:00:00,3.4,84,0.0,6.1,1035.1,134.0
2022-01-14 17:00:00,1.5,94,0.0,5.5,1034.9,53.0
2022-01-14 18:00:00,0.3,96,0.0,7.0,1034.8,1.0
2022-01-14 19:00:00,0.2,98,0.0,6.6,1034.7,0.0
2022-01-14 20:00:00,-0.2,97,0.0,7.0,1034.3,0.0
2022-01-14 21:00:00,-0.8,99,0.0,6.6,1033.8,0.0
2022-01-14 22:00:00,-1.3,100,0.0,7.2,1033.2,0.0
2022-01-14 23:00:00,-1.3,99,0.0,6.5,1032.7,0.0
2022-01-15 00:00:00,-1.4,100,0.0,7.0,1031.9,0.0
2022-01-15 01:00:00,-0.9,100,0.0,8.8,1031.1,0.0
2022-01-15 02:00:00,-1.1,100,0.0,7.6,1030.4,0.0
2022-01-15 03:00:00,-1.0,99,0.0,7.8,1029.8,0.0
2022-01-15 04:00:00,-1.1,99,0.0,5.5,1029.3,0.0
2022-01-15 05:00:00,-1.6,98,0.0,7.2,1028.9,0.0
2022-01-15 06:00:00,-0.8,97,0.0,5.8,1028.3,0.0
2022-01-15 07:00:00,-0.7,97,0.0,6.6,1027.7,0.0
2022-01-15 08:00:00,-0.5,98,0.0,8.0,1027.2,0.0
2022-01-15 09:00:00,-0.4,100,0.0,9.5,1026.8,0.0
2022-01-15 10:00:00,1.3,100,0.0,6.7,1026.9,26.0
2022-01-15 11:00:00,3.5,95,0.0,7.4,1026.8,96.0
2022-01-15 12:00:00,4.7,93,0.0,6.4,1026.6,164.0
2022-01-15 13:00:00,4.7,92,0.0,9.0,1026.2,199.0
2022-01-15 14:00:00,5.4,86,0.0,12.2,1025.7,142.0
2022-01-15 15:00:00,5.5,82,0.0,12.9,1025.2,148.0
2022-01-15 16:00:00,5.0,85,0.0,6.9,1024.9,99.0
2022-01-15 17:00:00,3.9,89,0.0,5.6,1024.7,36.0
2022-01-15 18:00:00,3.9,87,0.0,7.0,1024.8,1.0
2022-01-15 19:00:00,2.1,93,0.0,8.2,1024.6,0.0
2022-01-15 20:00:00,-0.0,95,0.0,12.0,1024.6,0.0
2022-01-15 21:00:00,2.4,93,0.0,6.6,1023.9,0.0
2022-01-15 22:00:00,2.4,94,0.0,6.8,1024.0,0.0
2022-01-15 23:00:00,2.4,94,0.0,7.0,1024.1,0.0
2022-01-16 00:00:00,3.0,93,0.0,6.2,1024.2,0.0
2022-01-16 01:00:00,1.8,95,0.0,8.6,1024.2,0.0
2022-01-16 02:00:00,0.9,97,0.0,9.2,1024.2,0.0
2022-01-16 03:00:00,1.0,97,0.0,10.0,1023.6,0.0
2022-01-16 04:00:00,2.9,96,0.0,6.9,1023.7,0.0
2022-01-16 05:00:00,2.8,97,0.0,8.7,1023.1,0.0
2022-01-16 06:00:00,1.8,99,0.0,10.5,1023.4,0.0
2022-01-16 07:00:00,0.9,100,0.0,11.2,1023.2,0.0
2022-01-16 08:00:00,2.4,100,0.0,8.0,1023.7,0.0
2022-01-16 09:00:00,0.3,100,0.0,10.8,1024.2,0.0
2022-01-16 10:00:00,2.2,100,0.0,7.1,1025.3,28.0
2022-01-16 11:00:00,3.4,98,0.0,9.7,1025.6,101.0
2022-01-16 12:00:00,5.1,93,0.0,11.3,1026.3,183.0
2022-01-16 13:00:00,5.9,93,0.0,8.5,1026.6,176.0
2022-01-16 14:00:00,7.2,90,0.0,9.3,1026.9,258.0
2022-01-16 15:00:00,7.8,89,0.0,8.2,1027.3,179.0
2022-01-16 16:00:00,7.8,91,0.0,6.9,1027.7,145.0
2022-01-16 17:00:00,5.6,95,0.0,7.6,1028.4,61.0
2022-01-16 18:00:00,3.5,98,0.0,10.1,1029.7,2.0
2022-01-16 19:00:00,2.8,98,0.0,9.7,1030.5,0.0
2022-01-16 20:00:00,2.5,98,0.0,10.2,1031.5,0.0
2022-01-16 21:00:00,4.2,96,0.0,7.3,1032.3,0.0
2022-01-16 22:00:00,5.0,94,0.0,6.5,1032.6,0.0
2022-01-16 23:00:00,3.9,92,0.0,8.2,1033.3,0.0
2022-01-17 00:00:00,2.7,91,0.0,7.8,1033.8,0.0
2022-01-17 01:00:00,2.8,91,0.0,9.0,1034.6,0.0
2022-01-17 02:00:00,1.5,92,0.0,8.6,1034.9,0.0
